epoch,batch_idx,loss
1,6,2.447073221206665
1,13,2.5402133464813232
1,20,2.4701499938964844
1,27,2.2358505725860596
1,34,2.5798134803771973
1,41,2.306678056716919
1,48,2.2325167655944824
1,55,2.1985652446746826
1,62,2.1682324409484863
1,69,2.2728030681610107
1,76,2.4592678546905518
1,83,2.1066031455993652
1,90,2.1244735717773438
1,97,2.1021676063537598
1,104,2.2085025310516357
1,111,2.1554505825042725
1,118,1.987678050994873
1,125,1.953671932220459
1,132,2.152513265609741
1,139,2.1732101440429688
1,146,2.0068135261535645
1,153,2.049118757247925
1,160,2.28023099899292
1,167,1.9469877481460571
1,174,1.9876736402511597
1,181,1.9349263906478882
1,188,2.0649824142456055
1,195,1.955007791519165
1,202,2.082214832305908
1,209,1.816550850868225
1,216,1.8613084554672241
1,223,2.014646530151367
1,230,1.9177212715148926
1,237,2.0719194412231445
1,244,1.9058219194412231
1,251,1.9361746311187744
1,258,1.8286633491516113
1,265,1.8247594833374023
1,272,1.873061180114746
1,279,1.9993277788162231
1,286,1.9331785440444946
1,293,1.7641681432724
1,300,1.7651515007019043
1,307,1.8341799974441528
1,314,1.652029037475586
1,321,1.8454488515853882
1,328,1.777221441268921
1,335,1.7328580617904663
1,342,1.6111838817596436
1,349,1.6450583934783936
1,356,1.7544889450073242
1,363,1.640156626701355
1,370,1.670880675315857
1,377,1.5117963552474976
1,384,1.5881441831588745
1,391,1.3970282077789307
1,398,1.6582590341567993
1,405,1.6346890926361084
1,412,1.513254165649414
1,419,1.5174472332000732
1,426,1.5203492641448975
1,433,1.480339527130127
1,440,1.4567939043045044
1,447,1.320009708404541
1,454,1.4890854358673096
1,461,1.354807734489441
1,468,1.5158230066299438
1,475,1.3661489486694336
1,482,1.5817949771881104
1,489,1.2677764892578125
1,496,1.3030309677124023
1,503,1.4704678058624268
1,510,1.2216079235076904
1,517,1.3499069213867188
1,524,1.3923782110214233
1,531,1.3229780197143555
1,538,1.2194480895996094
1,545,1.2771114110946655
1,552,1.3429198265075684
1,559,1.368510365486145
1,566,1.444420576095581
1,573,1.363337516784668
1,580,1.147475004196167
1,587,1.1425838470458984
1,594,1.3231216669082642
1,601,1.1421960592269897
1,608,1.0853230953216553
1,615,1.128190517425537
1,622,1.1877567768096924
1,629,1.2499455213546753
1,636,1.1055153608322144
1,643,1.1233901977539062
1,650,1.164503574371338
1,657,1.2249095439910889
1,664,1.0399080514907837
1,671,1.15281343460083
1,678,1.111424446105957
1,685,1.1098945140838623
1,692,1.0469868183135986
1,699,1.1706688404083252
1,706,1.1570955514907837
1,713,1.1553027629852295
1,720,1.1565537452697754
1,727,1.187280297279358
1,734,1.1988427639007568
