,0,6,12,24,36,48
geostrophic_wind_speed_850,0.575341856790349,0.5580514522396982,0.5064266263712328,0.4078266639537633,0.3497636927395298,0.2982846589761881
geostrophic_wind_speed_925,0.6115472006312941,0.585736709465064,0.5334294013026225,0.4334815794949533,0.362884103647982,0.3137715410982044
geostrophic_wind_speed_1000,0.651414080181966,0.5949676426433597,0.5365756257928175,0.4575559358690194,0.3440215585705097,0.321038226680027
high_vegetation_cover,-0.0543902193245444,-0.0543902193245444,-0.0543902193245444,-0.0543902193245444,-0.0543902193245444,-0.0543902193245444
integrated_vapor_transport,0.2826731470110045,0.2603411222955054,0.2312619137383923,0.1469492562490566,0.0730213627347503,0.0248284126065756
lake_cover,-0.0706404222633935,-0.0706404222633935,-0.0706404222633935,-0.0706404222633935,-0.0706404222633935,-0.0706404222633935
land_sea_mask,-0.1549991381823705,-0.1549991381823705,-0.1549991381823705,-0.1549991381823705,-0.1549991381823705,-0.1549991381823705
lapse_rate_50,-0.3239165879072589,-0.3280203279344598,-0.3356416324220754,-0.3136916143734582,-0.3317518184015531,-0.3102910565083933
lapse_rate_100,-0.2833189046786741,-0.293929554886746,-0.3070405788496405,-0.2727258982833049,-0.3032306740333249,-0.2678599711887289
lapse_rate_150,0.0025665821190973,0.0131601212466008,0.0199748682284682,0.017743083819249,0.0209202618158837,0.0282176596903227
lapse_rate_200,-0.102863512703112,-0.0780097203974337,-0.0623854608619116,-0.0607519198061405,-0.0275184833222477,-0.0333072997236049
lapse_rate_250,-0.1286664752704383,-0.1111501569984459,-0.1005438461199102,-0.0912029670799515,-0.0563678487408042,-0.0659650590054116
lapse_rate_300,0.0257646348798248,0.0271871710485119,0.0247634107356165,0.025963711710227,0.0428668295405504,0.0211390358044618
lapse_rate_400,0.0485950829730185,0.0410816687918274,0.0384076231904931,0.0453278706903204,0.0321792547597274,0.0102451578380085
lapse_rate_500,-0.1574065427578841,-0.1499260796364273,-0.1509816325809599,-0.1866620041947113,-0.2159328902575002,-0.2532407278477496
lapse_rate_600,-0.2011869100452901,-0.2003160789282228,-0.2159713420057896,-0.2727171961004948,-0.2858351854174623,-0.2990708227040631
lapse_rate_700,-0.059396848057101,-0.0612307027349777,-0.0825894164052969,-0.173875438895149,-0.162044259884509,-0.1670980053771696
lapse_rate_850,0.1091047111887132,0.1739803769455729,0.242888775255621,0.0574851921408256,0.2105613459818984,0.0539227928847186
lapse_rate_925,-0.0904447415288525,0.0058289144076457,0.1634279345296425,-0.1144197885480876,0.1444686888499037,-0.1113544625318571
lapse_rate_1000,-0.233031628679283,-0.1453076985135024,0.0481849372224409,-0.2385177795044812,0.0425879037895836,-0.2315974517879293
leaf_area_index_high_vegetation,0.0,0.0,0.0,0.0,0.0,0.0
leaf_area_index_low_vegetation,0.0,0.0,0.0,0.0,0.0,0.0
low_vegetation_cover,-0.153618927157815,-0.153618927157815,-0.153618927157815,-0.153618927157815,-0.153618927157815,-0.153618927157815
mean_sea_level_pressure,-0.5698262616662028,-0.5307028770784903,-0.496263349106863,-0.4442534897596564,-0.369996185886535,-0.3295720009027257
mean_surface_latent_heat_flux,-0.2305870396657146,-0.2984221074070454,0.0006330262166244,-0.1560415546816302,0.0613437662815541,-0.1103820413112915
mean_surface_net_long_wave_radiation_flux,0.0,0.0,0.0,0.0,0.0,0.0
mean_surface_net_short_wave_radiation_flux,0.0,0.0,0.0,0.0,0.0,0.0
mean_surface_sensible_heat_flux,-0.0500314189898891,-0.2026366842077824,0.0750376675991365,-0.0607401246862547,0.0616030273431195,-0.0657829572164209
mean_top_downward_short_wave_radiation_flux,0.0,0.0,0.0,0.0,0.0,0.0
mean_top_net_long_wave_radiation_flux,0.0,0.0,0.0,0.0,0.0,0.0
mean_top_net_short_wave_radiation_flux,0.0,0.0,0.0,0.0,0.0,0.0
mean_vertically_integrated_moisture_divergence,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_50,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_100,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_150,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_200,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_250,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_300,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_400,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_500,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_600,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_700,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_850,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_925,0.0,0.0,0.0,0.0,0.0,0.0
potential_vorticity_1000,0.0,0.0,0.0,0.0,0.0,0.0
relative_humidity_50,0.3291747856133419,0.3331801282570791,0.342289963885681,0.3211642797422247,0.3377270498482976,0.3180012400338731
relative_humidity_100,0.263716606256515,0.260957980464749,0.2499900239737787,0.2509260721099802,0.2385921624125088,0.2459793332353104
relative_humidity_150,0.2985402092128793,0.2879774504916586,0.2766350448731864,0.2710644559730377,0.2438185521105237,0.2501857135003906
sea_ice_cover,0.0666189026112846,0.0649368545258236,0.0643974588125619,0.0625979892788548,0.0644406243127128,0.0620732568095473
sea_surface_temperature,-0.1468510886811049,-0.1445656357471173,-0.1426580281102632,-0.139906763956195,-0.1364534864273776,-0.1339970793126537
slope_of_sub_gridscale_orography,-0.0261793466893486,-0.0261793466893486,-0.0261793466893486,-0.0261793466893486,-0.0261793466893486,-0.0261793466893486
snow_depth,0.126199208626327,0.1262634479839097,0.1237917520111894,0.1190030470531973,0.1193933198784797,0.1136049922247805
soil_type,-0.1409233095721313,-0.1409233095721313,-0.1409233095721313,-0.1409233095721313,-0.1409233095721313,-0.1409233095721313
specific_humidity_50,0.2707082429182869,0.2805315173536504,0.2830172346804542,0.2936086917633149,0.3025382461149265,0.3053914514964571
specific_humidity_100,0.1731398596258387,0.1751684557501309,0.1765743625019472,0.1783990908488157,0.1777670113484897,0.1775876378248777
specific_humidity_150,0.0373498572502067,0.0303520722781631,0.022786806798588,0.0156681259673304,0.0020984786698974,0.00895563690956
specific_humidity_200,-0.119720122980554,-0.1262247968867431,-0.128224929879379,-0.1304001208122576,-0.1409065459370115,-0.1377946820212738
specific_humidity_250,-0.1664413904758794,-0.1754305207627745,-0.1773873016674737,-0.1837546264950357,-0.1965027579184838,-0.193739131334034
specific_humidity_300,-0.1467957315148167,-0.1562532166551269,-0.1582761750023656,-0.1688474226438809,-0.1903624654285109,-0.1945199258001301
specific_humidity_400,-0.1114636920118284,-0.1119151719556096,-0.1117146799245243,-0.1380479161418259,-0.1585340099109298,-0.1762157218846928
specific_humidity_500,-0.1016117744858833,-0.0962150552742352,-0.0966645173849462,-0.1291601332890961,-0.1525699601186431,-0.1741446444929098
specific_humidity_600,-0.1379373585155903,-0.1351293950133815,-0.1384078246022529,-0.1649927628128827,-0.194187137171792,-0.211220844761024
specific_humidity_700,-0.1665343414282567,-0.1680849584925696,-0.1714993543178671,-0.1875882139722661,-0.2102266629574393,-0.2192536135969543
specific_humidity_850,-0.1735052880697443,-0.1787331743500619,-0.1841770744913482,-0.1819208343094318,-0.2029712017670328,-0.1988268119458462
specific_humidity_925,-0.1766888036916042,-0.1742425226022931,-0.1699554688583425,-0.1806857668820448,-0.183956964847455,-0.1927369533437644
specific_humidity_1000,-0.2187152086459186,-0.2160191690150532,-0.1919378017599129,-0.2171729850728111,-0.1979747445182156,-0.2245291032015624
standard_deviation_of_filtered_subgrid_orography,-0.0182539391922894,-0.0182539391922894,-0.0182539391922894,-0.0182539391922894,-0.0182539391922894,-0.0182539391922894
standard_deviation_of_orography,-0.0340680351741743,-0.0340680351741743,-0.0340680351741743,-0.0340680351741743,-0.0340680351741743,-0.0340680351741743
surface_pressure,-0.5841120781745316,-0.5499857286855444,-0.5204550510305304,-0.4604042142486714,-0.3964716598963033,-0.3492359027954175
temperature_50,-0.3503866987657162,-0.3524352807429779,-0.3579181043251074,-0.3447390121837891,-0.3549950815771725,-0.3431007050003328
temperature_100,-0.3148654893445974,-0.3123205378879701,-0.3083971714611759,-0.3143340425215056,-0.3081578605112123,-0.3186967617178752
temperature_150,-0.3337807752410817,-0.3284395453411871,-0.3240838569589497,-0.3328859407198479,-0.3212553396489793,-0.3347410785275518
temperature_200,-0.286627788673541,-0.2894586986592513,-0.2914049976618715,-0.2951493526643768,-0.2948938042742003,-0.3023550266259281
temperature_250,-0.2390986127181251,-0.2526505911301502,-0.261072970308438,-0.2680008733825507,-0.2820303348896705,-0.2886871229704603
temperature_300,-0.2258352195228345,-0.2406773013574238,-0.2499978082790832,-0.2605895590759188,-0.2804117945485284,-0.2790509955747612
temperature_400,-0.2150683976649183,-0.2267109727802609,-0.2342681008643214,-0.2459291388718608,-0.2644945158088848,-0.2618968223507957
temperature_500,-0.2204231580155865,-0.2324675462634621,-0.2400843517057831,-0.2499982908836582,-0.2659252366357794,-0.2611393926990867
temperature_600,-0.222904780811782,-0.2365058914727382,-0.2443759147596783,-0.2501544333142454,-0.2652112550844307,-0.2564804082048764
temperature_700,-0.2238282096134849,-0.2373344002824333,-0.24326839392253,-0.2445278256513776,-0.2591638307084152,-0.2511344221769142
temperature_850,-0.2281379916721396,-0.2434111217115266,-0.2489798760764898,-0.2419556928042921,-0.2630542290195668,-0.2516253209151615
temperature_925,-0.2286299078792669,-0.2519809070119244,-0.2676012909656725,-0.2385738682038496,-0.2793006319968505,-0.2476043499215159
temperature_1000,-0.2047035973682164,-0.236609628519608,-0.2736343014986699,-0.2098720989099655,-0.2823206239950146,-0.2181025545646394
total_cloud_cover,0.498397338952484,0.5418085839899187,0.4836612159658791,0.4930877069344181,0.4520900110252157,0.4525825797012178
total_column_vapor,-0.1720317257796608,-0.1728468535462276,-0.171630223960795,-0.1860569536945533,-0.1994529530427098,-0.2087471218081354
total_column_water,-0.1845914932802829,-0.1814081897819588,-0.1827713471308043,-0.1938918938896517,-0.2069423539580633,-0.2137932891214242
total_column_water_vapour,-0.1907340195781744,-0.1878760894971388,-0.1881676309025859,-0.1981372463415415,-0.2102239217485209,-0.2167071898871459
total_precipitation_12hr,0.9552417395936142,0.7691045995583495,0.6670092593018022,0.6122032140679882,0.4235552883806083,0.4412341509434109
total_precipitation_24hr,0.8636395722703505,0.7698388227669568,0.6817011277931483,0.552870549099076,0.4616278345094775,0.4005015263659987
type_of_high_vegetation,-0.1457884409887338,-0.1457884409887338,-0.1457884409887338,-0.1457884409887338,-0.1457884409887338,-0.1457884409887338
type_of_low_vegetation,-0.0913637850664022,-0.0913637850664022,-0.0913637850664022,-0.0913637850664022,-0.0913637850664022,-0.0913637850664022
u_component_of_wind_50,0.3647808860564355,0.3508839466009842,0.3501777476059932,0.3643730351066377,0.3484987851633824,0.3599866541626548
u_component_of_wind_100,0.3492328745088716,0.3345503476551281,0.3410443483139246,0.3414650614687114,0.3327772163816758,0.3272612015343514
u_component_of_wind_150,0.3010319525256787,0.2876831066679974,0.2906433844451802,0.2861411486407011,0.2673619398500979,0.2597822795054078
u_component_of_wind_200,0.2859162001941319,0.2748309565577979,0.2824778022592374,0.2873338245845888,0.2612651659875853,0.2592287584911179
u_component_of_wind_250,0.2729363005077329,0.2660702499774935,0.2711682765856788,0.2897062168784001,0.2555025021284587,0.2587824302720042
u_component_of_wind_300,0.2689381245721742,0.2590030435813571,0.2623038128737984,0.2801078503501973,0.2469677365459883,0.2480355788951335
u_component_of_wind_400,0.2648923086442779,0.24426821276935,0.2517171576539758,0.2609748626098921,0.2358053712165153,0.2319982467843133
u_component_of_wind_500,0.2640010235504174,0.2393051960544929,0.2446579077998059,0.2508014348248581,0.2269870144074475,0.2272395001640237
u_component_of_wind_600,0.2620662478513338,0.235725370743766,0.2385951834276576,0.2437094483710848,0.2247518798909731,0.22501571619304
u_component_of_wind_700,0.2619753888212339,0.2345764073998117,0.2310202042664306,0.2375679465322858,0.2151157290879409,0.2211253587315824
u_component_of_wind_850,0.2322856346626397,0.1951272761118741,0.1783647458333067,0.1962043890300449,0.1548880510507726,0.1762407356103625
u_component_of_wind_925,0.0978745151817148,0.0705072140985571,0.0540936055988444,0.0717178107601993,0.0485562628552123,0.0700529953528276
u_component_of_wind_1000,-0.0831071807278199,-0.1028917295593719,-0.1373733630520832,-0.0938943250184807,-0.1294309587709808,-0.0862155127242264
v_component_of_wind_50,0.1147581062848726,0.1312864008478181,0.0673748275978217,0.0986937936172901,0.0394388897117355,0.0600366232978789
v_component_of_wind_100,0.0975653772560014,0.0892256349281545,0.0431727988614556,0.0437913008735155,0.0035150758137176,0.0175944229266618
v_component_of_wind_150,0.1016757444747915,0.088722282770173,0.0485577313813447,0.0310539170970417,-0.0016833132869847,0.000904455732198
v_component_of_wind_200,0.1368779968364169,0.120634329794427,0.0789329057510797,0.0571706491840805,0.0285462856678201,0.0308867688432392
v_component_of_wind_250,0.2102928197846436,0.1985605081733755,0.1502148507625934,0.1241655998586745,0.0919096472993538,0.0943362805779578
v_component_of_wind_300,0.2576891624543626,0.2463007517570688,0.2021796761437529,0.1717001489273661,0.1400861307588131,0.1379596738620718
v_component_of_wind_400,0.2989702005862813,0.2889019272346567,0.2478133945428983,0.221405987158897,0.1830736722217517,0.1784130575535736
v_component_of_wind_500,0.3278489543390732,0.3244118454120708,0.2855871351807819,0.2583223217592643,0.2165156699029948,0.207717535243733
v_component_of_wind_600,0.3497339300500199,0.3536407412381323,0.3183786746565143,0.28774340713432,0.2434466459468828,0.2334263656798309
v_component_of_wind_700,0.3705488014681241,0.3877522886565896,0.3502704200558987,0.3181111752321607,0.2711660215523795,0.2604444123403431
v_component_of_wind_850,0.405569435202784,0.4428394664390482,0.3984801007802236,0.3780690740960061,0.3229694961001162,0.319794818247719
v_component_of_wind_925,0.4331650566067667,0.4714710483295482,0.4376304341547987,0.4107872675710222,0.3607249331413627,0.3526268610713416
v_component_of_wind_1000,0.285348199315754,0.3267667991081024,0.3154603968213722,0.3048427951318582,0.2775684324657564,0.2814078077813758
vertical_velocity_50,-0.0030981139465857,0.0456395412068553,0.048565991375533,0.0240820526994311,0.077672160508143,0.0508701230913232
vertical_velocity_100,-0.1203217781844172,-0.1897785788546138,-0.1778093217052711,-0.0871266600190106,-0.1308869627288838,-0.0425379593200776
vertical_velocity_150,-0.2853175432847211,-0.3353719949035383,-0.2753250504996786,-0.2457841864381608,-0.2120046195797401,-0.1858749232851504
vertical_velocity_200,-0.3758377737602502,-0.4156566181151623,-0.3533729176498489,-0.322906290548737,-0.273135642108414,-0.2578680763511902
vertical_velocity_250,-0.4563121115913184,-0.5004224888491716,-0.4312548860232067,-0.367949258389067,-0.3279278397040296,-0.300332324101685
vertical_velocity_300,-0.5042650317905261,-0.5529972209019434,-0.4838398906611782,-0.3936027302984144,-0.3554839972259662,-0.3209119878416342
vertical_velocity_400,-0.5370889826867236,-0.5887502233599334,-0.5240653941858254,-0.4064949698479296,-0.367551987515946,-0.3319704610993023
vertical_velocity_500,-0.5462793403094417,-0.6026607933613006,-0.5361699222195977,-0.4076799340429544,-0.3694005806008256,-0.330559339407488
volumetric_soil_water_layer_1,0.3973875791598497,0.3852648825392322,0.3753752957256002,0.3477357389568383,0.3337556421208424,0.3114987327130624
volumetric_soil_water_layer_2,0.2986103252260417,0.2897428258308323,0.2825869815285572,0.2583115718303536,0.2501386514990724,0.2301664503561583
volumetric_soil_water_layer_3,0.1479297506262855,0.1467916847938636,0.1448530779931424,0.1292146729541095,0.1292138788925534,0.11592809070148
volumetric_soil_water_layer_4,-0.2496399876321883,-0.2504109318855056,-0.2516245168909,-0.2556818237903628,-0.2587123794023184,-0.2632264963826766
vorticity,,,,,,
wind_speed,,,,,,
relative_humidity_200,0.2400624553913469,0.2381630676721956,0.2349997187771501,0.2232452240543995,0.2070911808952544,0.2064302052579813
wind_speed_50,0.32213818848684206,0.3343197643399988,0.3170883878352899,0.29904836469478113,0.296457154826646,0.28070507553988194
wind_speed_100,0.364499478530051,0.35305743400337664,0.35204456005355717,0.34891632287850893,0.33644193393845634,0.32792227690373155
wind_speed_150,0.33280138943106696,0.32256185370817836,0.321047353900635,0.31160291834131587,0.2914320658781188,0.2724125433924503
wind_speed_200,0.33335611374228874,0.3243831767038008,0.3170702854329697,0.29584190405855654,0.2597995019784801,0.2354071230724288
wind_speed_250,0.3405596194215901,0.3331822781227842,0.3189441751326439,0.2962459071579855,0.2405332674266176,0.21217137022421145
wind_speed_300,0.3370326767055736,0.3284525659072565,0.31076660808298107,0.2867435403355023,0.23110712884695733,0.19467277622574838
wind_speed_400,0.29282151161999875,0.2843293585947421,0.2694394016916405,0.23916848553645928,0.1988905582182263,0.1593028065051304
wind_speed_500,0.3063912891285553,0.2934500466938568,0.27508200084269985,0.22876220897570834,0.18996714670790804,0.14614521148105905
wind_speed_600,0.3526443449820812,0.33223730899424,0.3078275096746982,0.24379477525138876,0.20009887962600212,0.15231374255829389
wind_speed_700,0.4238481128279619,0.3958073564280978,0.3641288393893494,0.2820503087890281,0.23557936860778655,0.18628896381516155
wind_speed_850,0.5377809921058043,0.4961106860006096,0.46739634275144254,0.37832975434281835,0.32462657625005864,0.2827698234164706
wind_speed_925,0.5612762508041186,0.5145605230729796,0.4979232229930528,0.39990389618567074,0.34759561877302136,0.30271735601887234
wind_speed_1000,0.4644584240773142,0.4315013429647726,0.35160002183541555,0.3178085507832833,0.21289340236680818,0.22863355078505546
